Title,Composer,Key,Rhythm,Time Signature,Section,Measure,Chord Index,Chord,Year,Roman Numeral
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,4,15,Ebm11,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,4,16,Gbmaj7#11,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,5,17,E69,1976,#iv62
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,5,18,Amaj7,1976,VII#7#5#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,6,19,Dmaj7#11,1976,III#75#4#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,6,20,C#m7,1976,#ii7
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,7,21,Bm7,1976,#i7
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,B,7,22,Gmaj7#11,1976,VI#75#4#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,0,23,F#m7,1976,#v75b3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,0,24,Gmaj7,1976,VI#75#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,1,25,Gmaj7,1976,VI#75#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,2,26,F#m7,1976,#v75b3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,2,27,Gmaj7,1976,VI#75#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,3,28,Gmaj7,1976,VI#75#3
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,4,29,Em7,1976,#iv7
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,4,30,Em7,1976,#iv7
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,4,31,D/F#,1976,III6
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,4,32,Bbmaj7,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,5,33,Am7,1976,vii7#53
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,5,34,D,1976,III
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,5,35,D,1976,III
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,5,36,Bbmaj7,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,6,37,Bb/C,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,6,38,Bb/C,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,6,39,F6,1976,V65
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,6,40,B7#11,1976,#Ib75#43
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,7,41,B7#11,1976,#Ib75#43
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,7,42,B7#11,1976,#Ib75#43
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,7,43,B7#11,1976,#Ib75#43
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,7,44,Dm9,1976,iii753#2
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,8,45,Dm9,1976,iii753#2
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,9,46,Ebmaj7#11,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,10,47,Em11,1976,#ivb75b4b32
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,C,11,48,F9,1976,V7532
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,,0,49,Bbmaj7,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,,1,50,Ebmaj7,1976,
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,,2,51,Em9,1976,#ivb75b32
Say the Brother's Name,Pat Metheny,Bb,Even 8ths,4/4,,3,52,F9,1976,V7532
Scene,Tom Harrell,G,Medium Swing,3/4,A,0,0,Cm7,na,iv7
Scene,Tom Harrell,G,Medium Swing,3/4,A,1,1,Fm7,na,bvii7#53
Scene,Tom Harrell,G,Medium Swing,3/4,A,2,2,Bbm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,3,3,Ebm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,4,4,Abm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,5,5,Dbm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,6,6,F#m7,na,vii7#53
Scene,Tom Harrell,G,Medium Swing,3/4,A,7,7,Bm7,na,iii7
Scene,Tom Harrell,G,Medium Swing,3/4,B,0,8,Amaj7,na,II#75#3
Scene,Tom Harrell,G,Medium Swing,3/4,B,1,9,Gmaj7#11,na,I75#43
Scene,Tom Harrell,G,Medium Swing,3/4,B,2,10,Dmaj7#11,na,V#75#43
Scene,Tom Harrell,G,Medium Swing,3/4,B,3,11,Bm7,na,iii7
Scene,Tom Harrell,G,Medium Swing,3/4,B,4,12,Abm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,B,5,13,Gmaj7,na,I7
Scene,Tom Harrell,G,Medium Swing,3/4,B,6,14,F#m7,na,vii7#53
Scene,Tom Harrell,G,Medium Swing,3/4,B,7,15,Fmaj7,na,bVII#7#5#3
Scene,Tom Harrell,G,Medium Swing,3/4,B,8,16,Cmaj7,na,IV7
Scene,Tom Harrell,G,Medium Swing,3/4,B,9,17,Cmaj7,na,IV7
Scene,Tom Harrell,G,Medium Swing,3/4,B,10,18,A/B,na,II74#2
Scene,Tom Harrell,G,Medium Swing,3/4,B,11,19,A/B,na,II74#2
Scene,Tom Harrell,G,Medium Swing,3/4,A,0,20,Cm7,na,iv7
Scene,Tom Harrell,G,Medium Swing,3/4,A,1,21,Fm7,na,bvii7#53
Scene,Tom Harrell,G,Medium Swing,3/4,A,2,22,Bbm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,3,23,Ebm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,4,24,Abm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,5,25,Dbm7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,A,6,26,F#m7,na,vii7#53
Scene,Tom Harrell,G,Medium Swing,3/4,A,7,27,Bm7,na,iii7
Scene,Tom Harrell,G,Medium Swing,3/4,C,0,28,Amaj7,na,II#75#3
Scene,Tom Harrell,G,Medium Swing,3/4,C,1,29,Dm7,na,v75b3
Scene,Tom Harrell,G,Medium Swing,3/4,C,2,30,Cmaj7,na,IV7
Scene,Tom Harrell,G,Medium Swing,3/4,C,3,31,Bm7,na,iii7
Scene,Tom Harrell,G,Medium Swing,3/4,C,4,32,Cm7,na,iv7
Scene,Tom Harrell,G,Medium Swing,3/4,C,5,33,Bbmaj7,na,
Scene,Tom Harrell,G,Medium Swing,3/4,C,6,34,Am7/D,na,ii7542
Scene,Tom Harrell,G,Medium Swing,3/4,C,7,35,Am7/D,na,ii7542
Scene,Tom Harrell,G,Medium Swing,3/4,C,8,36,Gmaj7,na,I7
Scene,Tom Harrell,G,Medium Swing,3/4,C,9,37,Gmaj7,na,I7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,0,0,Abmaj7,1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,1,1,Db7,1949,VII7#5#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,2,2,Eb6,1949,#Ib653
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,3,3,Gm7,1949,iii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,3,4,C7,1949,VI75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,4,5,F7,1949,II75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,5,6,Fm7,1949,ii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,5,7,Bb7,1949,#V7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,6,8,G7,1949,III75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,7,9,G7,1949,III75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,8,10,Eb6,1949,#Ib653
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,9,11,Bbm7,1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,9,12,Eb7,1949,#Ib753
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,0,13,Abmaj7,1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,1,14,Abmaj7,1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,2,15,Eb6/G,1949,#i6b43
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,2,16,Fm7,1949,ii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,3,17,Eb6,1949,#Ib653
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,4,18,F7,1949,II75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,5,19,F7,1949,II75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,6,20,Bb7,1949,#V7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,7,21,Fm7,1949,ii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,B,7,22,Bb7,1949,#V7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,0,23,Abmaj7,1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,1,24,Db7,1949,VII7#5#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,2,25,Eb6,1949,#Ib653
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,3,26,Gm7,1949,iii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,3,27,C7,1949,VI75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,4,28,F7,1949,II75#3
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,5,29,Fm7,1949,ii7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,5,30,Bb7,1949,#V7
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,6,31,Eb6,1949,#Ib653
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,7,32,Eb6(Gm7),1949,
Scotch And Soda,Dave Guard,Eb,Slow Swing,4/4,A,7,33,(C7),1949,
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,0,0,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,1,1,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,2,2,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,3,3,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,4,4,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,4,5,F7/A,1946,I6b5
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,5,6,Bbmaj7,1946,
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,5,7,B07,1946,#iv7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,6,8,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,6,9,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,7,10,Am7,1946,iii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,7,11,D7,1946,VI75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,8,12,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,8,13,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,9,14,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,0,15,A7,1946,III75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,1,16,A7,1946,III75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,2,17,D7,1946,VI75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,3,18,D7,1946,VI75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,4,19,G7,1946,II75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,5,20,G7,1946,II75#3
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,6,21,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,B,7,22,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,0,23,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,1,24,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,2,25,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,3,26,C7,1946,V7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,4,27,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,4,28,F7/A,1946,I6b5
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,5,29,Bbmaj7,1946,
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,5,30,B07,1946,#iv7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,6,31,Fmaj7,1946,I7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,6,32,Gm7,1946,ii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,7,33,Am7,1946,iii7
Scrapple From The Apple,Charlie Parker,F,Up Tempo Swing,4/4,A,7,34,D7,1946,VI75#3
Sea Journey,Chick Corea,Amin,Latin,4/4,i,0,0,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,i,1,1,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,i,2,2,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,i,3,3,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,0,4,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,1,5,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,2,6,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,3,7,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,0,8,Dm11,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,0,9,Em11,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,1,10,Am11,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,2,11,Am11,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,3,12,G7sus,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,4,13,G7sus,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,5,14,F#m7b5,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,6,15,F#m7b5,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,7,16,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,8,17,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,9,18,E7sus,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,B,10,19,E7b9,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,0,20,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,1,21,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,2,22,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,A,3,23,Am,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,0,24,Dm7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,0,25,Cmaj7#5,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,1,26,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,1,27,E7#9,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,2,28,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,3,29,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,4,30,E7#9,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,5,31,E7#9,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,6,32,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,7,33,Fmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,8,34,Em7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,9,35,A7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,10,36,Dmaj7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,10,37,C#m7,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,11,38,Bm7b5,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,C,11,39,E7b9,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,,0,40,Amb6,1978,
Sea Journey,Chick Corea,Amin,Latin,4/4,,1,41,Am,1978,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,0,0,Am7b5,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,0,1,D7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,1,2,G13sus,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,2,3,Am7b5,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,2,4,D7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,3,5,G13sus,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,4,6,Gm11,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,4,7,C7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,5,8,Fm7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,5,9,Bb13b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,6,10,Ebm7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,6,11,Ab13b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,7,12,C#m7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,A,7,13,E7/B,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,0,14,C13,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,0,15,Ab13/C,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,1,16,C13,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,1,17,Ab13/C,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,2,18,C13,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,2,19,Ab13/C,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,3,20,Am7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,3,21,D7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,4,22,Gm9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,4,23,Abmaj7/G,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,5,24,Gm9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,5,25,Abmaj7/G,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,6,26,Gm9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,6,27,Abmaj7/G,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,7,28,G13sus,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,B,7,29,G13,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,0,30,Am7b5,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,0,31,D7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,1,32,G13sus,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,2,33,Am7b5,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,2,34,D7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,3,35,G13sus,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,4,36,Gm11,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,4,37,C7b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,5,38,Fm7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,5,39,Bb13b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,6,40,Ebm7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,6,41,Ab13b9,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,7,42,C#m7,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,C,7,43,E7/B,1961,
Search For Peace,McCoy Tyner,,Ballad,4/4,,0,44,C13,1961,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,0,0,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,1,1,G7,1950,III75#3
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,2,2,Cm,1950,vi
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,3,3,Gm,1950,iii
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,4,4,Ab,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,4,5,Bb7,1950,#V7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,5,6,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,5,7,C7,1950,VI75#3
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,6,8,Fm7,1950,ii7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,6,9,Bb7,1950,#V7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,A,7,10,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,0,11,Ab,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,1,12,Bbm7,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,2,13,Ab,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,3,14,Bbm7,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,3,15,Eb7,1950,#Ib753
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,4,16,Ab,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,5,17,G7,1950,III75#3
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,6,18,Cm,1950,vi
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,7,19,Fm7,1950,ii7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,B,7,20,Bb7,1950,#V7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,0,21,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,1,22,G7,1950,III75#3
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,2,23,Cm,1950,vi
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,3,24,Gm,1950,iii
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,4,25,Ab,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,4,26,Bb7,1950,#V7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,5,27,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,5,28,C7,1950,VI75#3
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,6,29,Fm7,1950,ii7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,6,30,Bb7,1950,#V7
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,7,31,Eb,1950,
"Second Star To The Right, The",Sammy Fain,Eb,Slow Swing,4/4,C,7,32,Bb7,1950,#V7
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,0,0,Cmaj7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,0,1,(F7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,1,2,Em7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,1,3,Eb07,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,2,4,Dm7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,3,5,G7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,4,6,Cmaj7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,4,7,(Fmaj7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,5,8,C6(Em7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,5,9,(Am7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,6,10,Bm7b5,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,6,11,(F7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,7,12,E7b9,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,8,13,Am7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,8,14,(Ab7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,9,15,C7(Gm7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,9,16,(C7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,10,17,Fmaj7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,11,18,Fmaj7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,12,19,Am7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,13,20,D7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,14,21,Dm7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,15,22,G7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,16,23,Fmaj7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,16,24,(Eb7),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,17,25,D7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,17,26,(Eb07),1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,18,27,Dm7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,19,28,G7,1956,
"Second Time Around, The",Jimmy Van-Heusen,,Medium Swing,4/4,A,20,29,Em7b5,1956,
