datetime,load_mw_mean,load_mw_max,load_mw_min,load_mw_std,la_temp_mean,la_temp_max,la_temp_min,la_temp_std,la_rhum_mean,la_rhum_max,la_rhum_min,la_rhum_std,la_prcp_sum,la_prcp_max,la_wspd_mean,la_wspd_max,la_wspd_std,sf_temp_mean,sf_temp_max,sf_temp_min,sf_temp_std,sf_rhum_mean,sf_rhum_max,sf_rhum_min,sf_rhum_std,sf_prcp_sum,sf_prcp_max,sf_wspd_mean,sf_wspd_max,sf_wspd_std,sd_temp_mean,sd_temp_max,sd_temp_min,sd_temp_std,sd_rhum_mean,sd_rhum_max,sd_rhum_min,sd_rhum_std,sd_prcp_sum,sd_prcp_max,sd_wspd_mean,sd_wspd_max,sd_wspd_std,target_load_mw_mean,year,month,day,day_of_week,day_name,day_of_year,is_weekend
2025-04-02,22998.161326358328,25510.394357,20565.195956,1452.119325246477,12.858333333333334,17.9,8.1,3.2344499790020973,58.75,76,33,15.651781396044512,0.0,0.0,21.2625,33.2,7.501235405497929,11.133333333333333,15.2,7.3,2.337904425217009,67.125,78,52,8.89705618143733,1.6,0.5,21.116666666666667,43.3,11.064265498192492,14.808333333333335,16.7,13.3,1.0051678063092646,61.458333333333336,67,52,4.960532638534998,0.0,0.0,22.15416666666667,31.7,4.365873503581542,22998.161326358328,2025,4,2,2,Wednesday,92,0
2025-04-03,22692.045312129165,25524.177809,20334.820497,1732.1034417847816,13.441666666666668,19.6,8.9,3.4065048601636905,58.625,77,35,12.8699599675064,0.9,0.8,13.225,29.7,6.695894264398148,11.3375,16.5,7.8,2.798883706051397,72.41666666666667,87,53,11.15470915048367,0.0,0.0,16.929166666666667,38.5,10.31472055583318,14.275,16.7,12.8,1.2407045684154445,64.33333333333333,74,52,7.492991894846268,0.3,0.3,11.029166666666667,20.5,4.580058777548286,22692.045312129165,2025,4,3,3,Thursday,93,0
2025-04-04,22780.58416926248,25138.517034,21062.6080119999,1368.1758688516852,13.633333333333333,21.3,8.1,4.126548896729742,65.83333333333333,91,31,20.917366753108716,0.0,0.0,8.579166666666667,20.8,5.7629234102045865,12.666666666666666,20.9,7.4,4.1693151003248845,68.29166666666667,87,36,16.249358961714975,0.0,0.0,12.216666666666667,25.5,7.647259620945594,13.758333333333333,18.3,9.4,2.874765270821053,67.79166666666667,80,58,7.734615398474497,0.0,0.0,8.708333333333334,18.4,5.743496637344572,22780.58416926248,2025,4,4,4,Friday,94,0
2025-04-05,20695.86928794166,23627.677315,17621.2845574,1651.9859783696697,17.1375,26.5,9.1,5.504844704202954,38.875,67,14,17.114226220616427,0.0,0.0,11.137500000000001,22.1,5.143151841970567,14.1,20.1,9.6,3.5050274451570766,69.70833333333333,88,46,14.830870174906378,0.0,0.0,13.0625,29.6,8.540227697809632,15.283333333333333,21.1,10.0,3.743709700129082,67.20833333333333,80,47,11.699049261507893,0.0,0.0,6.929166666666667,20.5,6.442149193544346,20695.86928794166,2025,4,5,5,Saturday,95,1
2025-04-06,20481.83684900415,24154.371312,18415.8530609,1743.4103278872603,18.891666666666666,27.0,11.5,5.153632460336291,31.0,49,13,11.224972160321824,0.0,0.0,10.625,21.9,5.194834390798815,13.691666666666668,20.2,9.3,3.4501312724447812,71.75,91,27,19.491915827047258,0.0,0.0,12.670833333333334,24.0,7.19839832225177,17.224999999999998,23.9,10.6,4.2201638130167,48.041666666666664,63,26,11.50228395719233,0.0,0.0,5.658333333333334,14.8,5.526687557870342,20481.83684900415,2025,4,6,6,Sunday,96,1
2025-04-07,22938.346082929147,26116.0553129999,18768.7927849999,2184.6673107936945,17.304166666666667,25.3,11.2,4.959442392102131,53.708333333333336,79,26,18.693126303925002,0.0,0.0,8.604166666666666,14.5,3.849616487580194,14.970833333333333,18.2,12.9,1.7595649577607837,71.875,90,34,14.155387666892066,0.4,0.3,12.716666666666667,22.1,5.401824705127661,16.579166666666666,22.2,10.0,3.678371469368837,64.79166666666667,83,40,13.008288884789764,0.0,0.0,7.55,18.4,5.52346771984538,22938.346082929147,2025,4,7,0,Monday,97,0
2025-04-08,23014.214669499994,26346.070964,20154.007405,1872.7163817882085,17.533333333333335,24.3,11.8,4.361956747454824,58.958333333333336,84,36,16.84579464143646,0.0,0.0,6.429166666666667,12.7,3.9086836621827676,14.133333333333333,18.1,11.2,2.163665703236597,75.25,86,52,11.91363851259118,0.0,0.0,11.691666666666668,29.0,6.791293445777959,15.904166666666667,20.0,11.7,2.679467689943148,77.875,93,56,11.318751275418263,0.0,0.0,6.966666666666666,13.0,4.458764370332315,23014.214669499994,2025,4,8,1,Tuesday,98,0
2025-04-09,23769.672154012485,27574.5706159999,20256.641883,2082.8614230952962,18.712500000000002,26.6,12.8,4.71697328342251,60.583333333333336,87,36,18.798512121202954,0.0,0.0,5.841666666666666,13.0,4.012363140471522,14.620833333333332,22.7,10.1,3.9536421476765016,69.375,85,45,12.366900072019035,0.0,0.0,13.779166666666667,28.0,8.434400531089366,16.575,21.7,12.8,2.7246459682266813,82.375,100,57,13.732894498405926,0.0,0.0,6.516666666666667,13.0,4.484142753290093,23769.672154012485,2025,4,9,2,Wednesday,99,0
2025-04-10,23753.69638498333,27799.01153,20123.931384,2263.165170116783,18.670833333333334,26.8,12.8,4.905939538317118,61.375,88,36,18.784388754217296,0.0,0.0,5.920833333333333,13.1,4.086241939533903,14.970833333333333,21.5,10.8,3.160830816300575,75.25,94,49,13.71527235063795,0.0,0.0,16.783333333333335,26.0,5.367346252767884,16.25,21.7,12.2,2.667680966519503,84.875,100,61,11.840653991926363,0.0,0.0,5.3999999999999995,18.4,6.320154098286446,23753.69638498333,2025,4,10,3,Thursday,100,0
2025-04-11,24521.156510445824,27557.751903,20574.077962,2054.6020341713306,18.920833333333334,27.5,12.7,5.217110575176954,63.708333333333336,92,34,20.249485590174054,0.0,0.0,6.358333333333333,12.3,3.5103470244242314,15.016666666666666,18.7,12.5,2.0042708023805975,78.125,90,55,11.11329990518607,0.0,0.0,19.433333333333334,34.6,7.892410590404951,16.837500000000002,24.4,12.2,3.340113575262399,82.66666666666667,100,56,15.686235080939367,0.0,0.0,7.1000000000000005,16.6,4.932941621738317,24521.156510445824,2025,4,11,4,Friday,101,0
2025-04-12,21988.998428812494,25013.333977,19819.099903,1552.877880500453,17.804166666666667,24.8,12.5,4.002442641868749,71.41666666666667,98,41,19.119570366890905,0.0,0.0,7.329166666666667,13.9,3.5543579089517046,12.833333333333334,16.7,9.7,2.3289607061980444,70.54166666666667,82,50,11.443544474721442,0.0,0.0,23.25,39.0,6.3959226142095025,16.720833333333335,21.7,14.4,1.9379458346329017,79.20833333333333,90,63,7.15042818217244,0.0,0.0,9.275,16.6,3.9071005595721098,21988.998428812494,2025,4,12,5,Saturday,102,1
2025-04-13,21098.647799574985,25428.253436,18702.0843409999,1996.861467523964,16.441666666666666,22.2,13.3,3.167349278067602,73.95833333333333,88,48,14.51679437205679,0.0,0.0,7.316666666666666,13.2,3.3391832725288126,13.329166666666666,24.3,7.9,4.781438674405587,70.91666666666667,87,35,16.980594209571848,0.0,0.0,9.929166666666667,26.5,7.303630971121067,16.1875,18.9,14.4,1.4926814214985575,76.91666666666667,84,63,7.107354835212825,0.0,0.0,8.975,13.0,2.803918066160125,21098.647799574985,2025,4,13,6,Sunday,103,1
2025-04-14,23484.397947945414,26421.556736,19794.097024,2023.4880842628029,15.558333333333332,20.4,12.2,2.8120728339053387,76.125,94,51,15.618585639913253,0.0,0.0,7.695833333333333,16.1,4.4310641735530005,15.704166666666666,20.6,10.6,3.385323716672701,65.91666666666667,87,41,14.548021430291882,0.0,0.0,14.966666666666667,29.6,8.253045112150328,16.483333333333334,19.4,13.9,1.647835646792659,71.33333333333333,84,59,7.976414508148208,0.0,0.0,7.208333333333333,14.8,5.102251563230958,23484.397947945414,2025,4,14,0,Monday,104,0
2025-04-15,24155.197621479576,27244.2819097,20511.616476,2016.3668916263189,14.541666666666666,19.1,11.2,2.7158018539917324,72.70833333333333,92,45,17.11210902730341,0.0,0.0,7.733333333333333,15.0,4.51410029233682,14.1,18.1,11.7,2.162124559014964,74.79166666666667,90,54,11.193861542465314,0.2,0.2,15.658333333333333,27.5,6.1136992762630795,16.258333333333333,18.9,14.4,1.2870311866315902,66.125,78,52,7.5946920823748325,0.0,0.0,9.133333333333333,18.4,4.922942445209022,24155.197621479576,2025,4,15,1,Tuesday,105,0
2025-04-16,24218.16335328748,27334.5933533,20688.4819619999,2134.2692906867455,15.1,19.2,11.8,2.5248331843303333,64.83333333333333,86,40,16.48890711875758,0.0,0.0,8.941666666666666,15.7,3.9414096646920047,14.266666666666666,16.8,12.3,1.5826962867941161,68.66666666666667,82,55,8.898786759839876,0.0,0.0,16.2,27.4,5.618989542458756,16.7625,21.1,14.4,2.009285510043201,61.0,70,39,9.198298519409661,0.0,0.0,8.275,22.3,8.043968845203757,24218.16335328748,2025,4,16,2,Wednesday,106,0
2025-04-17,24382.925558245828,28444.28741,20278.421936,2489.7418687881695,14.666666666666666,17.6,12.2,1.8452445735543799,70.33333333333333,83,50,10.561071531054889,0.1,0.1,8.9375,16.1,4.234825852381654,13.458333333333334,15.3,11.7,1.0545622073995273,74.33333333333333,90,62,8.170289051704708,0.0,0.0,13.608333333333334,21.7,4.512004920852492,17.808333333333334,20.6,16.1,1.4440030912488495,61.041666666666664,75,39,10.44438341538342,0.0,0.0,11.975,18.4,4.356030302924901,24382.925558245828,2025,4,17,3,Thursday,107,0
2025-04-18,23523.07896624999,26637.2848328,20495.9641439999,1876.6191954730832,14.416666666666666,18.1,11.6,1.8011268614438278,72.625,90,54,12.380954869405713,0.0,0.0,11.054166666666667,13.3,2.4673483683935866,13.1625,17.3,11.3,2.017922414158983,74.41666666666667,84,60,8.192874245696508,0.0,0.0,13.220833333333333,28.1,5.173593416628303,17.0625,19.4,15.0,1.0042572422918596,65.0,75,49,6.227568441667435,0.1,0.1,11.166666666666666,18.4,4.88535225614967,23523.07896624999,2025,4,18,4,Friday,108,0
2025-04-19,21044.359231816645,23856.928724,18041.272454,1635.0414875123975,14.729166666666666,21.1,10.0,3.6895244381505523,68.33333333333333,90,42,16.02353341770802,0.0,0.0,7.129166666666666,19.4,5.779610274710245,13.083333333333334,17.5,10.7,2.275897656953743,77.5,89,59,9.735636019061731,0.0,0.0,12.237499999999999,28.1,7.61941527483801,16.55,20.6,11.7,2.5493392153227883,60.333333333333336,74,52,6.932385665446833,0.0,0.0,9.491666666666667,24.1,8.102491118096989,21044.359231816645,2025,4,19,5,Saturday,109,1
2025-04-20,20129.06342494999,23752.643717,16179.184133,2136.236803658681,16.316666666666666,23.0,10.8,3.848621059284873,66.5,92,39,18.161114694768102,0.0,0.0,8.15,16.4,4.741399536552197,13.445833333333333,17.8,11.4,2.271367939995759,72.83333333333333,80,58,7.710335619304705,0.0,0.0,13.5625,26.0,7.2334255821273175,16.504166666666666,20.6,12.8,2.479915700998316,73.33333333333333,83,61,7.093577417615899,0.0,0.0,9.116666666666667,24.1,9.07407519142916,20129.06342494999,2025,4,20,6,Sunday,110,1
2025-04-21,23067.40847644165,27041.530564,19806.073888,2092.6989129217905,15.670833333333334,21.5,11.1,3.433654304681526,72.75,96,48,17.43123134167395,0.0,0.0,8.470833333333333,15.5,4.645004719112749,13.233333333333334,21.5,9.3,3.777584536120433,77.625,92,51,13.337793638021049,0.0,0.0,12.483333333333334,26.5,7.615411528842231,16.216666666666665,19.4,12.8,1.934507389642052,76.125,87,63,8.435496944202646,0.0,0.0,9.262500000000001,20.5,6.964619437775725,23067.40847644165,2025,4,21,0,Monday,111,0
2025-04-22,23166.09286116666,26974.422056,20278.857434,1825.721481156686,15.341666666666667,19.9,12.3,2.669948162119593,71.79166666666667,86,51,13.500335476239629,0.0,0.0,8.049999999999999,16.6,4.703837471312305,14.1875,19.6,10.3,3.035344332590836,78.08333333333333,93,59,11.728511031435009,0.0,0.0,12.9625,25.1,5.4261694792359085,16.458333333333332,18.3,15.0,1.3246547266844808,68.0,75,58,6.3245553203367715,0.0,0.0,10.345833333333333,24.1,6.182090484101893,23166.09286116666,2025,4,22,1,Tuesday,112,0
2025-04-23,23721.259063862486,26542.107019,20803.493454,1819.3591735830207,15.479166666666666,19.8,13.2,2.238396003093883,68.375,82,51,9.779359363742461,0.0,0.0,8.570833333333333,15.3,3.9677481475414793,12.549999999999999,18.0,10.8,1.894385296652693,71.875,80,56,7.651726147966768,0.0,0.0,21.333333333333332,26.1,2.529936700817815,16.537499999999998,18.9,15.0,1.3094348266398725,63.208333333333336,72,54,5.710243782709368,0.0,0.0,9.408333333333333,16.6,4.313569758097232,23721.259063862486,2025,4,23,2,Wednesday,113,0
2025-04-24,23694.29002399166,26125.492154,20869.021855,1636.5806921371338,15.304166666666667,20.0,12.9,2.345667452368611,69.41666666666667,82,49,10.516722363710207,0.0,0.0,8.841666666666667,17.3,4.609339919419441,11.9625,13.7,10.8,0.9230443486448611,70.20833333333333,78,56,6.365526493247197,0.0,0.0,20.308333333333334,23.8,2.232354317105923,16.783333333333335,19.4,15.0,1.3186510454665947,59.333333333333336,67,50,4.650074021539557,0.0,0.0,10.808333333333332,18.4,3.3411683281602933,23694.29002399166,2025,4,24,3,Thursday,114,0
2025-04-25,24184.541407016655,27251.150735,21075.805468,1911.429104247102,14.775,17.7,12.4,1.9943943179953598,66.58333333333333,83,45,13.909385841680924,0.0,0.0,11.454166666666667,18.6,4.155036667725681,12.0875,14.3,11.2,0.9414662477498468,69.20833333333333,76,51,7.489001597511924,0.8,0.4,18.295833333333334,25.4,4.574644596950213,16.554166666666667,18.9,14.4,1.1321311825458895,58.875,70,48,6.088567333446596,0.0,0.0,10.929166666666667,20.5,5.900145846883172,24184.541407016655,2025,4,25,4,Friday,115,0
2025-04-26,22292.51467402707,24172.0428259999,20100.140573,1229.8584033385966,13.266666666666666,16.1,10.9,1.6861756746546614,70.45833333333333,86,50,10.425633821485876,3.6999999999999997,1.8,12.195833333333333,17.9,4.363831500220746,11.683333333333332,15.8,7.7,2.4558123895675794,69.75,86,50,10.588139385754895,0.0,0.0,11.4625,25.8,6.727155384352097,16.408333333333335,18.3,15.0,1.052498752107767,58.833333333333336,83,47,6.900955615405532,1.7,1.4,12.4,22.3,6.043321862224018,22292.51467402707,2025,4,26,5,Saturday,116,1
2025-04-27,21731.32480730706,24130.2064469999,20012.762681,1120.8926070262644,12.704166666666666,16.6,8.8,2.6115927451780587,72.91666666666667,90,54,12.897309010415507,0.4,0.2,9.5625,16.9,4.518061579348228,11.9625,14.4,10.8,1.1247463482163818,79.16666666666667,89,65,7.405442573549869,0.2,0.2,14.283333333333333,24.8,4.077900852438525,16.208333333333332,18.9,13.9,1.5514135676765923,59.666666666666664,77,43,8.218043069007244,1.3,0.9,13.4125,20.5,4.594071084608377,21731.32480730706,2025,4,27,6,Sunday,117,1
2025-04-28,22866.13607283332,25812.60285,19642.3346499999,1806.663150529125,14.733333333333334,20.6,11.1,3.1844276895770336,72.54166666666667,91,47,16.35470725128892,0.0,0.0,9.275,16.8,4.331908907468935,12.554166666666667,17.7,8.8,2.881421624773117,76.29166666666667,91,56,11.242308159520586,0.0,0.0,11.866666666666667,25.2,7.465844934078804,15.975,18.3,13.9,1.462650958392658,72.25,87,56,10.207627156881912,5.1,3.3,8.420833333333333,20.5,7.258217481895452,22866.13607283332,2025,4,28,0,Monday,118,0
2025-04-29,23380.302566054987,26700.85776,20546.747534,1795.3027372725578,16.166666666666668,23.1,11.0,3.892765493631205,69.58333333333333,90,47,16.242501056786487,0.0,0.0,7.1875,15.3,4.836663645261194,13.420833333333334,20.9,9.4,3.580743081330012,76.33333333333333,91,51,12.516655570345721,0.0,0.0,12.316666666666668,26.5,8.208567457854322,16.408333333333335,20.0,12.8,2.3409245045989593,72.29166666666667,84,61,7.439490203821335,0.0,0.0,7.745833333333334,20.5,7.529708070250027,23380.302566054987,2025,4,29,1,Tuesday,119,0
2025-04-30,23810.093607124985,27302.432181,20786.1291,1808.0812757685553,16.3875,21.9,13.5,2.823705936777288,75.41666666666667,91,50,14.678930972409182,0.0,0.0,8.616666666666667,15.6,3.677861697599118,14.108333333333334,19.1,11.2,2.8982628480232577,76.54166666666667,89,58,10.533504172160734,0.0,0.0,13.370833333333332,29.2,8.07053035090802,17.1125,19.4,15.6,1.4635610235194205,72.875,80,63,6.312943914653862,0.0,0.0,7.433333333333334,18.4,5.676394038063453,23810.093607124985,2025,4,30,2,Wednesday,120,0
2025-05-01,23961.792454849983,26978.7221069999,20728.009423,1929.3937882870903,15.950000000000001,21.2,12.8,3.083335291812931,72.66666666666667,88,50,14.214709670425657,0.0,0.0,7.695833333333333,16.6,4.98480117493398,14.279166666666667,18.4,12.0,2.295170575581365,75.79166666666667,86,61,9.454601670806829,0.0,0.0,13.5,26.8,7.57645093006298,17.145833333333332,19.4,15.6,1.2738094754358436,66.0,72,58,4.925532414391104,0.0,0.0,9.266666666666667,18.4,5.847233955259208,23961.792454849983,2025,5,1,3,Thursday,121,0
2025-05-02,24061.54631483331,26913.308416,21111.137307,1779.620232128797,16.375,20.9,13.4,2.737540946686023,74.58333333333333,88,55,12.816146971239277,0.0,0.0,9.504166666666666,16.1,4.6494954533814195,12.862499999999999,16.5,10.6,2.0465904838769404,74.66666666666667,85,61,7.516166151914712,0.1,0.1,21.96666666666667,34.3,5.376653773221916,17.570833333333333,19.4,16.7,0.7871131439947348,66.75,72,60,2.922922896839667,0.0,0.0,10.358333333333333,24.1,5.7391801161661675,24061.54631483331,2025,5,2,4,Friday,122,0
2025-05-03,22463.379137155407,24141.16264,20429.740471,1098.070782427118,16.474999999999998,21.0,14.1,2.2504588904024234,74.66666666666667,87,56,10.222169712110459,0.0,0.0,8.833333333333334,15.5,3.8960031544789784,13.508333333333333,16.5,11.2,1.5639739424791015,75.875,89,57,9.561301075735956,0.0,0.0,28.358333333333334,38.0,4.090170259735308,17.083333333333332,18.9,16.1,0.7998188200633544,73.41666666666667,81,65,4.817690829384572,0.0,0.0,9.891666666666667,16.6,3.5292463374132623,22463.379137155407,2025,5,3,5,Saturday,123,1
2025-05-04,21167.242530329157,24453.272441,18847.578962,1564.6040762975917,15.733333333333334,19.1,13.0,1.848305138243675,72.75,86,56,9.515433687482115,1.8,1.0,9.5875,15.7,2.9040170828339322,13.145833333333334,18.1,9.6,2.9250015483707026,70.16666666666667,85,51,11.980660744886231,0.0,0.0,19.445833333333333,39.9,8.48307671659936,15.829166666666667,17.8,14.4,0.9967247086972086,74.875,90,64,8.200278362189374,1.5,0.4,15.35,24.1,3.712025112358833,21167.242530329157,2025,5,4,6,Sunday,124,1
2025-05-05,23933.352069122495,27180.247441,20270.638613,2177.3446434205653,16.375,21.0,14.1,2.5936796087881557,68.54166666666667,80,51,10.950398708908178,0.0,0.0,7.229166666666667,15.1,3.898882690192673,18.329166666666666,28.1,12.2,5.584877030810558,49.291666666666664,77,19,22.984832743178355,0.0,0.0,15.183333333333332,27.7,8.111434048233429,15.4625,17.8,13.9,1.3519108859234261,79.29166666666667,90,65,7.70363644603986,1.9,0.5,13.0,18.4,2.907262271114094,23933.352069122495,2025,5,5,0,Monday,125,0
2025-05-06,24246.221625413335,27129.535795,20617.149386,1924.4846185088388,16.704166666666666,19.6,14.6,1.9098097257071966,71.625,82,58,8.781465164469004,0.0,0.0,8.004166666666666,13.3,2.9753303311918398,18.05,26.7,12.5,3.9341315819819522,57.625,81,22,17.25212652298891,0.0,0.0,11.479166666666666,22.3,6.605859004581145,16.712500000000002,19.4,13.9,1.4127717129966468,70.16666666666667,83,60,6.471789394828495,0.0,0.0,8.666666666666666,18.4,4.260502794033941,24246.221625413335,2025,5,6,1,Tuesday,126,0
2025-05-07,23945.467030208325,27323.399478,20986.45689,1718.0552219075398,17.083333333333332,22.0,13.2,2.9555646362143024,70.95833333333333,90,51,13.109834233245987,0.0,0.0,8.9625,21.2,6.360462965102052,15.275,19.6,13.0,2.17120483482849,69.5,81,55,9.036159245666461,0.0,0.0,17.408333333333335,28.9,6.472007730061128,17.787499999999998,21.1,15.6,1.687888441605177,67.83333333333333,78,57,4.904892558914287,0.0,0.0,10.441666666666666,25.9,7.549368914981752,23945.467030208325,2025,5,7,2,Wednesday,127,0
2025-05-08,24752.680777991653,29101.807002,20898.516432,2425.64287460916,18.170833333333334,25.0,12.8,4.349760529806976,71.54166666666667,96,43,18.9965195134053,0.0,0.0,8.5375,20.5,5.85170450827568,14.308333333333332,22.3,10.7,3.7735828513803544,74.83333333333333,87,47,13.252289930642064,0.0,0.0,13.887500000000001,25.8,6.4470628634454465,18.3125,21.1,16.7,1.5475963129401957,75.5,84,66,6.467309097029597,0.0,0.0,10.891666666666666,24.1,7.738774010681912,24752.680777991653,2025,5,8,3,Thursday,128,0
2025-05-09,26983.56149740999,32308.9054148,21409.42604,3417.2961214789498,20.883333333333333,30.9,14.4,5.841356800895004,62.666666666666664,89,31,20.71476404102548,0.0,0.0,7.066666666666666,14.8,4.285229096069089,16.941666666666666,26.7,11.0,4.881457076366216,65.29166666666667,84,33,16.575201924579368,0.0,0.0,13.233333333333333,28.5,8.126642531856543,19.116666666666667,23.3,16.7,2.21529596936483,77.29166666666667,90,62,9.396942919475674,0.0,0.0,11.033333333333333,22.3,5.905021199142205,26983.56149740999,2025,5,9,4,Friday,129,0
2025-05-10,26553.47597631083,32753.803676,21607.313355,3382.9858563108182,25.083333333333332,34.9,17.2,6.061042145048817,48.75,78,24,19.172557380843568,0.0,0.0,7.766666666666667,15.4,4.305574411677582,16.4375,23.6,12.0,3.7671131260353485,64.91666666666667,84,39,16.215710757235367,0.0,0.0,17.908333333333335,31.0,6.679164010866778,20.5125,29.4,15.6,4.411675467980687,73.25,96,37,18.997139372753633,0.0,0.0,8.795833333333333,20.5,5.958587457842137,26553.47597631083,2025,5,10,5,Saturday,130,1
2025-05-11,23854.632528108315,28220.4381389999,20602.098582,2337.1879613705682,24.054166666666664,30.6,16.8,4.960713410007869,50.875,79,31,17.777153144219792,0.0,0.0,8.466666666666667,13.6,4.5499800923278455,14.729166666666666,19.4,11.9,2.2607192327388552,65.125,83,48,11.655610703415123,0.0,0.0,23.329166666666666,31.8,6.352505781984375,21.554166666666664,26.1,18.3,2.7560177898502416,72.41666666666667,90,48,12.927613407191487,0.0,0.0,6.925,14.8,4.388844554292066,23854.632528108315,2025,5,11,6,Sunday,131,1
2025-05-12,24561.596578512475,27229.287643,21136.520444,1993.1308716388626,19.716666666666665,26.7,15.7,3.0715619403852483,65.20833333333333,89,38,16.545008880039315,0.0,0.0,10.170833333333333,21.1,3.9315313054581043,14.483333333333334,17.3,11.9,1.5824215528785286,69.5,89,47,11.33290706785755,3.0999999999999996,2.8,18.779166666666665,29.3,4.8867148355575205,18.75,22.2,17.2,1.410211208356362,73.08333333333333,84,63,6.697933923276619,0.0,0.0,11.841666666666667,18.4,3.6139724821101327,24561.596578512475,2025,5,12,0,Monday,132,0
2025-05-13,23934.51457828666,26594.232479,20993.888545,1719.687547728214,17.004166666666666,21.9,13.0,3.09859423479165,60.958333333333336,79,37,14.848449389594935,0.0,0.0,16.650000000000002,23.9,6.77078121496106,14.354166666666666,19.1,11.8,2.299334339715975,69.875,82,48,10.292726431383675,0.2,0.2,19.020833333333332,31.3,6.709304322562335,17.383333333333333,19.4,15.6,1.2110601416389981,65.5,86,52,9.278305692406306,1.3,0.8,16.3125,20.5,2.3762067872245822,23934.51457828666,2025,5,13,1,Tuesday,133,0
2025-05-14,23883.658892485404,27130.148577,21100.971451,1804.7950352934004,17.0,22.2,12.2,3.4901102511550253,65.41666666666667,87,39,16.402323978145837,0.0,0.0,10.4375,24.0,6.375551979513481,14.708333333333334,19.6,11.7,2.946466810718672,71.08333333333333,85,52,12.225833897642874,0.0,0.0,17.150000000000002,31.8,8.502991800843828,17.358333333333334,20.0,14.4,1.699339172498652,63.916666666666664,75,52,6.247898197318678,0.0,0.0,12.325000000000001,22.3,5.91036304336272,23883.658892485404,2025,5,14,2,Wednesday,134,0
2025-05-15,24443.761661541637,28013.459788,21189.3972159999,1973.877428733144,17.683333333333334,23.5,12.7,3.7028387073640725,68.45833333333333,93,40,18.377630936564696,0.0,0.0,9.458333333333334,16.9,4.688182800511782,14.958333333333334,21.0,11.5,3.2400908020913706,71.125,85,48,11.226182517358406,0.0,0.0,14.879166666666668,30.8,8.875661845091093,17.462500000000002,19.4,15.6,1.4110780645831842,69.0,78,61,5.70278345463291,0.0,0.0,10.441666666666666,16.6,3.9302524165721238,24443.761661541637,2025,5,15,3,Thursday,135,0
2025-05-16,24842.242161429156,27618.179396,21468.631741,1835.7226577508513,17.375,22.2,14.4,2.7779019295926894,72.79166666666667,91,51,14.981087110570202,0.0,0.0,9.229166666666666,16.3,4.6533278570209875,14.729166666666666,19.9,11.6,2.793700859568473,69.79166666666667,84,51,10.176610722490148,0.0,0.0,18.729166666666668,33.8,8.549115345367952,17.6875,21.7,15.0,1.7894163488593726,70.75,81,55,6.647981059984534,0.0,0.0,8.633333333333333,18.4,5.400375724985669,24842.242161429156,2025,5,16,4,Friday,136,0
2025-05-17,22612.102675145823,24700.885157,20888.278366,998.450793785548,16.604166666666668,18.9,15.2,1.2702205103554027,71.25,80,62,5.914242205859107,0.7,0.3,9.691666666666666,17.8,3.50514115161624,14.299999999999999,17.8,11.9,2.1170118399373163,74.375,87,60,9.703484358499896,0.0,0.0,30.037499999999998,51.0,10.506098125664302,16.645833333333332,18.9,15.6,0.7168646507788144,69.79166666666667,75,63,3.2434437772577307,0.0,0.0,14.299999999999999,22.3,3.8981601011134783,22612.102675145823,2025,5,17,5,Saturday,137,1
2025-05-18,21433.475752166665,25511.311517,18906.840505,1987.3684366366494,16.579166666666666,22.4,12.9,3.2641636743205176,71.375,88,45,13.827548118033137,0.0,0.0,10.770833333333334,19.2,4.8989332615835135,14.508333333333333,19.9,10.1,3.157037227840529,70.875,87,47,12.925581308935897,0.0,0.0,19.162499999999998,49.5,14.035786946850944,17.2625,20.6,15.6,1.4693425030619476,73.45833333333333,86,57,7.7850423285921275,0.7,0.3,11.762500000000001,20.5,4.700306419243601,21433.475752166665,2025,5,18,6,Sunday,138,1
2025-05-19,25133.539287579148,29657.373019,19881.180232,3047.042451099347,18.295833333333334,25.4,13.0,4.254867204453769,67.66666666666667,88,39,17.817106256693844,0.0,0.0,7.908333333333334,15.3,4.504192893647919,16.275000000000002,21.7,11.3,3.444497817881629,65.16666666666667,83,51,10.5032776112845,0.0,0.0,18.375,33.4,8.149486513565293,18.504166666666666,22.2,15.6,1.9867997353547726,71.29166666666667,80,61,6.3278485021898785,0.0,0.0,7.8625,20.5,6.985936960593855,25133.539287579148,2025,5,19,0,Monday,139,0
2025-05-20,26834.414795849993,31159.829781,22214.650429,2825.338950933662,20.991666666666667,29.0,14.7,4.920667740712917,61.083333333333336,87,33,19.37034188979473,0.0,0.0,7.1375,14.1,3.9662502826155372,15.395833333333334,19.5,11.4,2.8612066725751224,71.16666666666667,90,50,14.25746689699263,0.0,0.0,22.320833333333336,39.6,10.517396733886718,19.445833333333333,25.6,15.6,3.439663680054208,73.33333333333333,96,39,18.541766405854524,0.0,0.0,6.166666666666667,16.6,6.201729539036857,26834.414795849993,2025,5,20,1,Tuesday,140,0
2025-05-21,27369.365156866643,32020.969627,22469.981759,3029.9153237772352,22.208333333333332,29.6,15.7,4.661583670689673,55.0,82,32,17.805714764110693,0.0,0.0,6.595833333333334,15.1,4.845390383757999,15.191666666666668,22.6,10.1,3.7403692757320868,67.08333333333333,86,45,13.328350518208614,0.0,0.0,15.120833333333332,38.2,10.85469159903426,19.370833333333334,23.3,16.7,2.1501221738121874,77.33333333333333,97,55,14.09183132686904,0.0,0.0,7.1499999999999995,16.6,4.651787875084439,27369.365156866643,2025,5,21,2,Wednesday,141,0
